page,name,address,phone_number,link_url
https://www.apartments.com/fayetteville-nc-28303/320-to-838/,Branson Creek Commons,"301 Barcelona Dr, Fayetteville, NC 28303",(910) 679-0685,https://www.apartments.com/branson-creek-commons-fayetteville-nc/qe218rz/
https://www.apartments.com/mount-clemens-mi-48043/319-to-478/,Knottingham Apartments,"23128 Wellington Cres, Clinton Township, MI 48036",(844) 277-2813,https://www.apartments.com/knottingham-apartments-clinton-township-mi/wjlj7lj/
https://www.apartments.com/bowling-green-oh-43403/319-to-478/,Falcon Landing Apartments,"1515 E Wooster St, Bowling Green, OH 43402",(844) 881-8318,https://www.apartments.com/falcon-landing-apartments-bowling-green-oh/nw8hpkn/
https://www.apartments.com/fremont-oh-43420/319-to-478/,Ross Park Apartments,"1528 North St, Fremont, OH 43420",(419) 639-7225,https://www.apartments.com/ross-park-apartments-fremont-oh/0j8ldl1/
https://www.apartments.com/chico-ca-95928/320-to-838/,The Social Chico Dorms,"1400 W 3rd St, Chico, CA 95928",(530) 332-8507,https://www.apartments.com/the-social-chico-dorms-chico-ca/nlg6srq/
https://www.apartments.com/chico-ca-95928/320-to-838/,The Edge Apartments,"1111 W 8th St, Chico, CA 95928",(855) 671-3254,https://www.apartments.com/the-edge-apartments-chico-ca/k4vjygb/
https://www.apartments.com/chico-ca-95928/320-to-838/,Gateway Apartments,"929 Nord Ave, Chico, CA 95926",(530) 899-2296,https://www.apartments.com/gateway-apartments-chico-ca/1dpg867/
https://www.apartments.com/chico-ca-95928/320-to-838/,Redwood Cove,"621 Pomona Ave, Chico, CA 95928",(530) 487-4440,https://www.apartments.com/redwood-cove-chico-ca/s5th4s6/
https://www.apartments.com/chico-ca-95926/320-to-838/,The Post on Nord,"1200 Nord Ave, Chico, CA 95926",(530) 332-8507,https://www.apartments.com/the-post-on-nord-chico-ca/6wx5v8r/
https://www.apartments.com/chico-ca-95926/320-to-838/,The Post on Nord,"1200 Nord Ave, Chico, CA 95926",(530) 332-8507,https://www.apartments.com/the-post-on-nord-chico-ca/6wx5v8r/
https://www.apartments.com/vineland-nj-08360/560-to-1198/,Park Towne Apartments,"51 W Chestnut Ave, Vineland, NJ 08360",(844) 799-0917,https://www.apartments.com/park-towne-apartments-vineland-nj/f4y4f5s/
https://www.apartments.com/vineland-nj-08360/560-to-1198/,Spring Garden Apartments,"771 S East Ave, Vineland, NJ 08360",(844) 807-7947,https://www.apartments.com/spring-garden-apartments-vineland-nj/c64w1vg/
https://www.apartments.com/chico-ca-95926/320-to-838/,Cedar Flats,"1221 N Cedar St, Chico, CA 95926",(855) 671-3254,https://www.apartments.com/cedar-flats-chico-ca/r1t76c3/
https://www.apartments.com/chico-ca-95926/320-to-838/,Gateway Apartments,"929 Nord Ave, Chico, CA 95926",(530) 487-4440,https://www.apartments.com/gateway-apartments-chico-ca/1dpg867/
https://www.apartments.com/chico-ca-95926/320-to-838/,Cedar Flats,"1221 N Cedar St, Chico, CA 95926",(855) 671-3254,https://www.apartments.com/cedar-flats-chico-ca/r1t76c3/
https://www.apartments.com/chico-ca-95926/320-to-838/,Gateway Apartments,"929 Nord Ave, Chico, CA 95926",(530) 487-4440,https://www.apartments.com/gateway-apartments-chico-ca/1dpg867/
https://www.apartments.com/avenel-nj-07001/560-to-1198/,Boulevard East - BRAND NEW !!,"355 Edgerton Blvd, Avenel, NJ 07001",(844) 466-3151,https://www.apartments.com/boulevard-east-brand-new-avenel-nj/q7z01qx/
https://www.apartments.com/avenel-nj-07001/560-to-1198/,Station Village at Avenel,"2000 Station Dr, Avenel, NJ 07001",(973) 577-7687,https://www.apartments.com/station-village-at-avenel-avenel-nj/npwn7vp/
https://www.apartments.com/avenel-nj-07001/560-to-1198/,Woodbine Living,"1 Woodbine Ave, Avenel, NJ 07001",(203) 409-5247,https://www.apartments.com/woodbine-living-avenel-nj/xn5r5lp/
https://www.apartments.com/avenel-nj-07001/560-to-1198/,Evergreen Forest,"506 Forest View Dr, Avenel, NJ 07001",(732) 452-0747,https://www.apartments.com/evergreen-forest-avenel-nj/x9cqcgn/
https://www.apartments.com/avenel-nj-07001/560-to-1198/,Woodbridge Village,"305 Village Dr, Avenel, NJ 07001",(732) 729-9000,https://www.apartments.com/woodbridge-village-avenel-nj/b78gd2b/
https://www.apartments.com/avenel-nj-07001/560-to-1198/,Queens Gardens,"3 Ronald Dr, Colonia, NJ 07067",(732) 847-0095,https://www.apartments.com/queens-gardens-colonia-nj/plfgj0v/
https://www.apartments.com/boonton-nj-07005/560-to-1198/,Avalon Boonton,"1 Avalon Way, Boonton, NJ 07005",(844) 653-9177,https://www.apartments.com/avalon-boonton-boonton-nj/xy2vtvp/
https://www.apartments.com/boonton-nj-07005/560-to-1198/,Lakeview Gardens,"200 Vail Rd, Parsippany, NJ 07054",(315) 907-4218,https://www.apartments.com/lakeview-gardens-parsippany-nj/814h4f3/
https://www.apartments.com/boonton-nj-07005/560-to-1198/,Tivoli Gardens,"1100 Parsippany Blvd, Parsippany, NJ 07054",(201) 400-5654,https://www.apartments.com/tivoli-gardens-parsippany-nj/j5pp827/
https://www.apartments.com/fairfield-nj-07004/560-to-1198/,The VIEW at Fairfield,"264 Passaic Ave, Fairfield, NJ 07004",(917) 547-5700,https://www.apartments.com/the-view-at-fairfield-fairfield-nj/zh8vfbx/
https://www.apartments.com/carteret-nj-07008/560-to-1198/,Bristol Station Apartments,"90 Bristol Station Ct, Carteret, NJ 07008",(732) 969-5600,https://www.apartments.com/bristol-station-apartments-carteret-nj/c5v1ene/
https://www.apartments.com/carteret-nj-07008/560-to-1198/,Gateway at Carteret,"101 Roosevelt Ave, Carteret, NJ 07008",(908) 587-5211,https://www.apartments.com/gateway-at-carteret-carteret-nj/w1z0bxl/
https://www.apartments.com/cedar-grove-nj-07009/560-to-1198/,Kristal Falls,"135 Stevens Ave, Little Falls, NJ 07424",(973) 968-6099,https://www.apartments.com/kristal-falls-little-falls-nj/3h2x2kd/
https://www.apartments.com/cedar-grove-nj-07009/560-to-1198/,Cedar Village,"14 A Montclair Ave, Cedar Grove, NJ 07009",(844) 340-3683,https://www.apartments.com/cedar-village-cedar-grove-nj/v6vy6ef/
https://www.apartments.com/cedar-grove-nj-07009/560-to-1198/,"Pompton Gardens, LLC","653 Pompton Ave, Cedar Grove, NJ 07009",(973) 256-0303,https://www.apartments.com/pompton-gardens-llc-cedar-grove-nj/8s40kg3/
https://www.apartments.com/cedar-grove-nj-07009/560-to-1198/,Zephyr Ridge,"2-48 Grove Ave, Cedar Grove, NJ 07009",(973) 310-7360,https://www.apartments.com/zephyr-ridge-cedar-grove-nj/dqcft4l/
https://www.apartments.com/cedar-grove-nj-07009/560-to-1198/,Bradford Arms,"146 Tierney Dr, Cedar Grove, NJ 07009",(973) 571-1234,https://www.apartments.com/bradford-arms-cedar-grove-nj/wxmd4jl/
https://www.apartments.com/clifton-nj-07011/560-to-1198/,Highland Terrace,"51 3rd St, Clifton, NJ 07011",(844) 279-4856,https://www.apartments.com/highland-terrace-clifton-nj/rkeh0h2/
https://www.apartments.com/cliffside-park-nj-07010/560-to-1198/,One Park Condos,"320 Adolphus Ave, Cliffside Park, NJ 07010",(732) 638-4067,https://www.apartments.com/one-park-condos-cliffside-park-nj/ejhn7wq/
https://www.apartments.com/clifton-nj-07011/560-to-1198/,River Edge at Garfield,"400-600 Autumn Ln, Garfield, NJ 07026",(973) 870-0132,https://www.apartments.com/river-edge-at-garfield-garfield-nj/lx5frjf/
https://www.apartments.com/cliffside-park-nj-07010/560-to-1198/,Lawton Court Cliffside Park,"245 Lawton Ave, Cliffside Park, NJ 07010",(551) 336-3844,https://www.apartments.com/lawton-court-cliffside-park-cliffside-park-nj/gp7477z/
https://www.apartments.com/cliffside-park-nj-07010/560-to-1198/,The Centre,"1 Towne Ctr, Cliffside Park, NJ 07010",(201) 981-8275,https://www.apartments.com/the-centre-cliffside-park-nj/wnjtnkl/
https://www.apartments.com/cliffside-park-nj-07010/560-to-1198/,Riello,"99 Gorge Rd, Edgewater, NJ 07020",(551) 574-3228,https://www.apartments.com/riello-edgewater-nj/cx94qge/
https://www.apartments.com/cliffside-park-nj-07010/560-to-1198/,603 Glen Ave,"Cliffside Park, NJ 07010",(732) 860-7203,https://www.apartments.com/603-glen-ave-cliffside-park-nj/xqmrrqm/
https://www.apartments.com/muskegon-mi-49444/319-to-478/,Lake Forest Apartments,"581 Lake Forest Ln, Muskegon, MI 49441",(231) 720-0158,https://www.apartments.com/lake-forest-apartments-muskegon-mi/3pdrv5e/
https://www.apartments.com/muskegon-mi-49444/319-to-478/,Darley Village - Senior Living,"2245 Darley Dr, Muskegon, MI 49444",(855) 232-4365,https://www.apartments.com/darley-village-senior-living-muskegon-mi/n63p4sp/
https://www.apartments.com/muskegon-mi-49444/319-to-478/,Trinity Village I,"2250 Valley St, Muskegon, MI 49444",(877) 542-6547,https://www.apartments.com/trinity-village-i-muskegon-mi/5ygn6tp/
https://www.apartments.com/muskegon-mi-49444/319-to-478/,Shoreline Landing Apartments,"959 Flette St, Norton Shores, MI 49441",(616) 244-9389,https://www.apartments.com/shoreline-landing-apartments-norton-shores-mi/4lnq8yj/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Parkway East,"26 Parkway W, Caldwell, NJ 07006",(833) 682-9870,https://www.apartments.com/parkway-east-caldwell-nj/z75ck8z/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Highlands at Hilltop,"100 White Rock Rd, Verona, NJ 07044",(866) 428-6802,https://www.apartments.com/highlands-at-hilltop-verona-nj/cvh5fle/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Cedar Village,"14 A Montclair Ave, Cedar Grove, NJ 07009",(844) 236-6045,https://www.apartments.com/cedar-village-cedar-grove-nj/v6vy6ef/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Carlyle Towers,"512 Bloomfield Ave, Caldwell, NJ 07006",(973) 227-7000,https://www.apartments.com/carlyle-towers-caldwell-nj/hg3p683/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Westover House,"519 Bloomfield Ave, Caldwell, NJ 07006",(201) 798-5767,https://www.apartments.com/westover-house-caldwell-nj/qk1rvgy/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Mary Ann Apts,"500-510 Bloomfield Ave, Caldwell, NJ 07006",(973) 739-8008,https://www.apartments.com/mary-ann-apts-caldwell-nj/0r574e2/
https://www.apartments.com/caldwell-nj-07006/560-to-1198/,Atrium Apartments,"585 Bloomfield Ave, Caldwell, NJ 07006",(973) 226-1717,https://www.apartments.com/atrium-apartments-caldwell-nj/czgwwdg/
https://www.apartments.com/muskegon-mi-49440/319-to-478/,Amazon Apartments,"550 W Western Ave, Muskegon, MI 49440",(231) 903-0383,https://www.apartments.com/amazon-apartments-muskegon-mi/x9ysymq/
https://www.apartments.com/muskegon-mi-49440/319-to-478/,Ten21 Apartments,"1021 Jefferson St, Muskegon, MI 49440",(616) 666-6759,https://www.apartments.com/ten21-apartments-muskegon-mi/cr6lxsf/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Lake Forest Apartments,"581 Lake Forest Ln, Muskegon, MI 49441",(231) 903-0383,https://www.apartments.com/lake-forest-apartments-muskegon-mi/3pdrv5e/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Tiffany Woods,"3298 Roosevelt Rd, Muskegon, MI 49441",(877) 542-6547,https://www.apartments.com/tiffany-woods-muskegon-mi/tgm1nq8/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Amazon Apartments,"550 W Western Ave, Muskegon, MI 49440",(616) 326-0425,https://www.apartments.com/amazon-apartments-muskegon-mi/x9ysymq/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Shoreline Landing Apartments,"959 Flette St, Norton Shores, MI 49441",(269) 215-1731,https://www.apartments.com/shoreline-landing-apartments-norton-shores-mi/4lnq8yj/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Barclay Apartments & Townhomes,"2081 Barclay St, Muskegon, MI 49441",(616) 326-0449,https://www.apartments.com/barclay-apartments-townhomes-muskegon-mi/9mbnrj6/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Park Terrace,"1290 W Hackley Ave, Muskegon, MI 49441",(616) 326-0488,https://www.apartments.com/park-terrace-muskegon-mi/h9mcf63/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Shores of Roosevelt Park,"3050 Maple Grove Rd, Muskegon, MI 49441",(616) 326-0428,https://www.apartments.com/shores-of-roosevelt-park-muskegon-mi/tkczg88/
https://www.apartments.com/muskegon-mi-49441/319-to-478/,Ten21 Apartments,"1021 Jefferson St, Muskegon, MI 49440",(231) 206-1181,https://www.apartments.com/ten21-apartments-muskegon-mi/cr6lxsf/
https://www.apartments.com/canby-or-97013/320-to-838/,Sequoia Grove,"259 S Sequoia Pky, Canby, OR 97013",(844) 622-1913,https://www.apartments.com/sequoia-grove-canby-or/qsp01ex/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,The Frederic,"601 Capitol Mall, Sacramento, CA 95814",(530) 358-4129,https://www.apartments.com/the-frederic-sacramento-ca/5se9clp/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,16 Powerhouse,"1606 P St, Sacramento, CA 95814",(844) 895-3776,https://www.apartments.com/16-powerhouse-sacramento-ca/9rz4gg4/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,H16,"731 16th St, Sacramento, CA 95814",(279) 321-7771,https://www.apartments.com/h16-sacramento-ca/dmcnktk/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,Capitol Towers,"1500 7th St, Sacramento, CA 95814",(844) 378-2522,https://www.apartments.com/capitol-towers-sacramento-ca/mqfe28k/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,Eleanor Apartments,"501 16th St, Sacramento, CA 95814",(844) 697-0639,https://www.apartments.com/eleanor-apartments-sacramento-ca/l06dstf/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,The Mansion,"1517 H St, Sacramento, CA 95814",(916) 312-6396,https://www.apartments.com/the-mansion-sacramento-ca/0nplgx1/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,The M.A.Y. Building,"1029 K St, Sacramento, CA 95814",(530) 557-1288,https://www.apartments.com/the-may-building-sacramento-ca/zvyjwky/
https://www.apartments.com/sacramento-ca-95814/400-to-1000/,Clarendon House,"1128 2nd St, Sacramento, CA 95814",(844) 291-1131,https://www.apartments.com/clarendon-house-sacramento-ca/m4c3hbh/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,The Press at Midtown Quarter,"1714 21st St, Sacramento, CA 95811",(530) 557-1288,https://www.apartments.com/the-press-at-midtown-quarter-sacramento-ca/8k68em0/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,Homecoming At Creekside,"4800 Kokomo Dr, Sacramento, CA 95835",(707) 402-1610,https://www.apartments.com/homecoming-at-creekside-sacramento-ca/kf9qhjc/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,19J Midtown,"1827 J St, Sacramento, CA 95811",(844) 378-2522,https://www.apartments.com/19j-midtown-sacramento-ca/zg89pex/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,16 Powerhouse,"1606 P St, Sacramento, CA 95814",(844) 697-0639,https://www.apartments.com/16-powerhouse-sacramento-ca/9rz4gg4/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,H16,"731 16th St, Sacramento, CA 95814",(916) 496-9021,https://www.apartments.com/h16-sacramento-ca/dmcnktk/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,Eleanor Apartments,"501 16th St, Sacramento, CA 95814",(844) 291-1131,https://www.apartments.com/eleanor-apartments-sacramento-ca/l06dstf/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,Luxury Spaces,"1108 S St, Sacramento, CA 95811",(628) 758-0560,https://www.apartments.com/luxury-spaces-sacramento-ca/tnj9tf9/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,Ice House Midtown,"1710 R St, Sacramento, CA 95811",(415) 231-1701,https://www.apartments.com/ice-house-midtown-sacramento-ca/bhlwwm9/
https://www.apartments.com/sacramento-ca-95811/400-to-1000/,Q19,"1907 Q St, Sacramento, CA 95811",(628) 758-7065,https://www.apartments.com/q19-sacramento-ca/8yvz601/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,Miramonte and Trovas,"4850 Natomas Blvd, Sacramento, CA 95835",(415) 231-1701,https://www.apartments.com/miramonte-and-trovas-sacramento-ca/ny5803q/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,Carefree Senior Living at North Natomas,"5601 Natomas Blvd, Sacramento, CA 95835",(916) 995-8027,https://www.apartments.com/carefree-senior-living-at-north-natomas-sacramento-ca/fd8m4jt/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,Granite Point,"4500 Truxel Rd, Sacramento, CA 95834",(916) 515-0121,https://www.apartments.com/granite-point-sacramento-ca/m5rwerh/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,McKenzie at Natomas Park,"4601 Blackrock Dr, Sacramento, CA 95835",(916) 988-5357,https://www.apartments.com/mckenzie-at-natomas-park-sacramento-ca/0kdcev3/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,Natomas Park,"1850 Club Center Dr, Sacramento, CA 95835",(916) 945-2838,https://www.apartments.com/natomas-park-sacramento-ca/ygtvfer/
https://www.apartments.com/sacramento-ca-95835/400-to-1000/,Avanti,"4450 El Centro Rd, Sacramento, CA 95834",(916) 995-8027,https://www.apartments.com/avanti-sacramento-ca/5gxnz7m/
https://www.apartments.com/aurora-or-97002/320-to-838/,Haven at Charbonneau,"8755-8805 SW Illahee Ct, Wilsonville, OR 97070",(307) 217-8719,https://www.apartments.com/haven-at-charbonneau-wilsonville-or/pj5nd4v/
https://www.apartments.com/beaverton-or-97005/320-to-838/,West End District,"14700 SW Rocket St, Beaverton, OR 97005",(844) 540-7748,https://www.apartments.com/west-end-district-beaverton-or/w1wkpfh/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Arc Central,"12875 SW Crescent St, Beaverton, OR 97005",(844) 517-2400,https://www.apartments.com/arc-central-beaverton-or/4yst3yl/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Creekside Village Retirement Residence,"5450 SW Erickson Ave, Beaverton, OR 97005",(971) 279-6711,https://www.apartments.com/creekside-village-retirement-residence-beaverton-or/9djfmp5/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Huntley Apartments,"12310 SW Center St, Beaverton, OR 97005",(833) 271-1206,https://www.apartments.com/huntley-apartments-beaverton-or/6q0zmms/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Verso,"4815 SW Lombard Ave, Beaverton, OR 97005",(503) 419-9194,https://www.apartments.com/verso-beaverton-or/4ftw57k/
https://www.apartments.com/beaverton-or-97005/320-to-838/,LaScala,"SW 1st St @ SW Lombard, Beaverton, OR 97005",(628) 758-7100,https://www.apartments.com/lascala-beaverton-or/9ejrz95/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Bel Aire Court,"12020-12275 SW Why Worry Ln, Beaverton, OR 97008",(628) 758-7058,https://www.apartments.com/bel-aire-court-beaverton-or/3smxk2g/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Courtyards at Cedar Hills Apartments,"13643 SW Electric St, Beaverton, OR 97005",(415) 231-1701,https://www.apartments.com/courtyards-at-cedar-hills-apartments-beaverton-or/cv8l5dd/
https://www.apartments.com/beaverton-or-97005/320-to-838/,Westline,"4545 SW Angel Ave, Beaverton, OR 97005",(503) 374-1117,https://www.apartments.com/westline-beaverton-or/k5vrwdb/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Sygnii,"13285 SW Hawks Beard St, Tigard, OR 97223",(844) 738-3782,https://www.apartments.com/sygnii-tigard-or/5gh4s2q/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Overlook at Murrayhill,"14595 SW Osprey Dr, Beaverton, OR 97007",(971) 708-1018,https://www.apartments.com/overlook-at-murrayhill-beaverton-or/lzgjg4e/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Commons at Redwood Creek Apartments,"12015 SW Walden Ln, Beaverton, OR 97008",(415) 231-1701,https://www.apartments.com/commons-at-redwood-creek-apartments-beaverton-or/r2w97v1/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Hallwood Apartments,"7475 SW Hall Blvd, Beaverton, OR 97008",(628) 758-0543,https://www.apartments.com/hallwood-apartments-beaverton-or/xzm7b5q/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Bel Aire Court,"12020-12275 SW Why Worry Ln, Beaverton, OR 97008",(440) 753-9406,https://www.apartments.com/bel-aire-court-beaverton-or/3smxk2g/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Summit at Hyland Park,"14305 SW Sexton Mountain Dr, Beaverton, OR 97008",(503) 941-0276,https://www.apartments.com/summit-at-hyland-park-beaverton-or/0srqs33/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Sterling Pointe,"14300 SW Teal Blvd, Beaverton, OR 97008",(503) 256-2323,https://www.apartments.com/sterling-pointe-beaverton-or/ncfew6n/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Murrayhill Park Apartments,"10415 SW Murray Blvd, Beaverton, OR 97008",(503) 799-4802,https://www.apartments.com/murrayhill-park-apartments-beaverton-or/pbp0g1r/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Conestoga Park I,"9900 SW Conestoga Dr, Beaverton, OR 97008",(503) 526-9311,https://www.apartments.com/conestoga-park-i-beaverton-or/8h4znv2/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Summer Creek Apartments,"13456 SW Hawks Beard St, Tigard, OR 97223",(503) 941-9024,https://www.apartments.com/summer-creek-apartments-tigard-or/ssckht5/
https://www.apartments.com/beaverton-or-97008/320-to-838/,Royal Crest Apartments,"11700 SW Allen Blvd, Beaverton, OR 97005",(503) 297-8111,https://www.apartments.com/royal-crest-apartments-beaverton-or/2x9qkhc/
https://www.apartments.com/beaverton-or-97007/320-to-838/,West End District,"14700 SW Rocket St, Beaverton, OR 97005",(503) 395-2506,https://www.apartments.com/west-end-district-beaverton-or/w1wkpfh/
https://www.apartments.com/beaverton-or-97007/320-to-838/,Arazo,"12635 SW 172nd Ter, Beaverton, OR 97007",(971) 279-6711,https://www.apartments.com/arazo-beaverton-or/l3ywmng/
https://www.apartments.com/birmingham-al-35203/1000-to-1200/,Park Place,"600 24th St N, Birmingham, AL 35203",(720) 437-8288,https://www.apartments.com/park-place-birmingham-al/1rg4rl5/
https://www.apartments.com/birmingham-al-35203/1000-to-1200/,Lofts at American Life,"2308-2316 4th Ave N, Birmingham, AL 35203",(205) 623-5220,https://www.apartments.com/lofts-at-american-life-birmingham-al/xf1gktn/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Twin Creeks,"11480-11510 SE Sunnyside Rd, Clackamas, OR 97015",(844) 530-9653,https://www.apartments.com/twin-creeks-clackamas-or/rmhv573/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Heather Lodge Apartments,"13432 SE 169th Ave, Happy Valley, OR 97015",(844) 464-2916,https://www.apartments.com/heather-lodge-apartments-happy-valley-or/rbxh1m2/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Townhomes with a View,"9840 SE Talbert St, Clackamas, OR 97015",(844) 878-3816,https://www.apartments.com/townhomes-with-a-view-clackamas-or/mmklcej/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Rock Creek Ridge,"13071 SE 169th Ave, Happy Valley, OR 97015",(503) 665-1565,https://www.apartments.com/rock-creek-ridge-happy-valley-or/k9n655b/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Hawks Ridge Apartments,"13250 SE 162nd Ave, Happy Valley, OR 97015",(503) 777-0788,https://www.apartments.com/hawks-ridge-apartments-happy-valley-or/qrqj5sx/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Stone Ridge,"13300 SE Hubbard Rd, Clackamas, OR 97015",(503) 831-9888,https://www.apartments.com/stone-ridge-clackamas-or/yk7lx6v/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Misty Ridge,"12846 SE 157th Ave, Happy Valley, OR 97086",(503) 610-0445,https://www.apartments.com/misty-ridge-happy-valley-or/2zb4j09/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Christilla Commons,"12930 SE 162nd Ave, Happy Valley, OR 97086",(503) 723-7700,https://www.apartments.com/christilla-commons-happy-valley-or/jmlc536/
https://www.apartments.com/clackamas-or-97015/320-to-838/,Sunnyside Village Apartments,"13674 SE 145th Ave, Clackamas, OR 97015",(503) 496-5190,https://www.apartments.com/sunnyside-village-apartments-clackamas-or/ky5e849/
https://www.apartments.com/birmingham-al-35203/1000-to-1200/,Park Place,"600 24th St N, Birmingham, AL 35203",(720) 437-8288,https://www.apartments.com/park-place-birmingham-al/1rg4rl5/
https://www.apartments.com/birmingham-al-35203/1000-to-1200/,Lofts at American Life,"2308-2316 4th Ave N, Birmingham, AL 35203",(205) 623-5220,https://www.apartments.com/lofts-at-american-life-birmingham-al/xf1gktn/
https://www.apartments.com/canby-or-97013/320-to-838/,Sequoia Grove,"259 S Sequoia Pky, Canby, OR 97013",(844) 622-1913,https://www.apartments.com/sequoia-grove-canby-or/qsp01ex/
https://www.apartments.com/cape-coral-fl-33909/560-to-1198/,Springs at Cape Coral,"2800 Yellow Creek Loop, Cape Coral, FL 33909",(239) 330-4046,https://www.apartments.com/springs-at-cape-coral-cape-coral-fl/73jdkgy/
https://www.apartments.com/cape-coral-fl-33909/560-to-1198/,The Apartments at the Isles of Porto Vista,"3936 Pomodoro Cir, Cape Coral, FL 33909",(239) 265-1739,https://www.apartments.com/the-apartments-at-the-isles-of-porto-vista-cape-coral-fl/8h4khq2/
https://www.apartments.com/cape-coral-fl-33909/560-to-1198/,Uptown At Liberty Park,"2505 Liberty Park Dr, Cape Coral, FL 33909",(978) 454-7778,https://www.apartments.com/uptown-at-liberty-park-cape-coral-fl/gt0xpwx/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,Twin River Commons,"45 Washington St, Binghamton, NY 13901",(607) 210-5947,https://www.apartments.com/twin-river-commons-binghamton-ny/81kd5p3/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,Chenango Courtyard,"777-779 Chenango St, Binghamton, NY 13901",(516) 879-6849,https://www.apartments.com/chenango-courtyard-binghamton-ny/90khkk6/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,Glen View Apartments,"524 Castle Creek Rd, Binghamton, NY 13901",(607) 308-4019,https://www.apartments.com/glen-view-apartments-binghamton-ny/t8lpn1c/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,Town & Country Apartments,"100 Roberts St, Binghamton, NY 13901",(607) 304-5956,https://www.apartments.com/town-country-apartments-binghamton-ny/rs9zre2/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,The River House,"38-42 Front St, Binghamton, NY 13905",(607) 306-4458,https://www.apartments.com/the-river-house-binghamton-ny/rz9yk51/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,257 Washington St,"Binghamton, NY 13901",(332) 249-0449,https://www.apartments.com/257-washington-st-binghamton-ny/8gcfyw0/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,Twin River Commons,"45 Washington St, Binghamton, NY 13901",(607) 210-5947,https://www.apartments.com/twin-river-commons-binghamton-ny/81kd5p3/
https://www.apartments.com/binghamton-ny-13901/560-to-1198/,Chenango Courtyard,"777-779 Chenango St, Binghamton, NY 13901",(516) 879-6849,https://www.apartments.com/chenango-courtyard-binghamton-ny/90khkk6/
